##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	220_L8_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2000000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	29.7000975	32.0	32.0	32.0	27.0	32.0
2	30.8228975	32.0	32.0	32.0	27.0	32.0
3	34.856719	37.0	37.0	37.0	32.0	37.0
4	35.6026185	37.0	37.0	37.0	32.0	37.0
5	36.0038955	37.0	37.0	37.0	32.0	37.0
6	39.5637585	42.0	37.0	42.0	32.0	42.0
7	39.1239665	42.0	37.0	42.0	32.0	42.0
8	39.480945	42.0	37.0	42.0	32.0	42.0
9	39.7518585	42.0	42.0	42.0	37.0	42.0
10-11	39.9714755	42.0	42.0	42.0	37.0	42.0
12-13	39.864949499999994	42.0	42.0	42.0	37.0	42.0
14-15	40.14328225	42.0	42.0	42.0	37.0	42.0
16-17	40.174414999999996	42.0	42.0	42.0	37.0	42.0
18-19	40.108658250000005	42.0	42.0	42.0	37.0	42.0
20-21	40.12544725	42.0	42.0	42.0	37.0	42.0
22-23	40.1928375	42.0	42.0	42.0	37.0	42.0
24-25	40.100301	42.0	42.0	42.0	37.0	42.0
26-27	40.11176725	42.0	42.0	42.0	37.0	42.0
28-29	40.078425249999995	42.0	42.0	42.0	37.0	42.0
30-31	39.974682	42.0	42.0	42.0	37.0	42.0
32-33	39.914244	42.0	42.0	42.0	37.0	42.0
34-35	39.93476275	42.0	42.0	42.0	37.0	42.0
36-37	39.86514925	42.0	42.0	42.0	37.0	42.0
38-39	39.866237	42.0	42.0	42.0	37.0	42.0
40-41	39.9293465	42.0	42.0	42.0	37.0	42.0
42-43	39.945749	42.0	42.0	42.0	37.0	42.0
44-45	39.8309105	42.0	42.0	42.0	37.0	42.0
46-47	39.654610500000004	42.0	42.0	42.0	32.0	42.0
48-49	39.55150825	42.0	42.0	42.0	32.0	42.0
50-51	39.64212175	42.0	42.0	42.0	32.0	42.0
52-53	39.57148525	42.0	42.0	42.0	32.0	42.0
54-55	39.5232785	42.0	39.5	42.0	32.0	42.0
56-57	39.398323	42.0	37.0	42.0	32.0	42.0
58-59	39.439053	42.0	37.0	42.0	32.0	42.0
60-61	39.36842025	42.0	37.0	42.0	32.0	42.0
62-63	39.2661495	42.0	37.0	42.0	32.0	42.0
64-65	39.328224750000004	42.0	37.0	42.0	32.0	42.0
66-67	39.2857235	42.0	37.0	42.0	32.0	42.0
68-69	39.30988675	42.0	37.0	42.0	32.0	42.0
70-71	39.14059575	42.0	37.0	42.0	32.0	42.0
72-73	39.12340125	42.0	37.0	42.0	32.0	42.0
74-75	39.09781075	42.0	37.0	42.0	32.0	42.0
76-77	38.31143975	42.0	37.0	42.0	32.0	42.0
78-79	38.5600585	42.0	37.0	42.0	32.0	42.0
80-81	39.08842425	42.0	37.0	42.0	32.0	42.0
82-83	39.0633165	42.0	37.0	42.0	32.0	42.0
84-85	39.0340445	42.0	37.0	42.0	32.0	42.0
86-87	39.1411875	42.0	37.0	42.0	32.0	42.0
88-89	38.9171255	42.0	37.0	42.0	32.0	42.0
90-91	38.65718475	42.0	37.0	42.0	32.0	42.0
92-93	38.58338425	42.0	37.0	42.0	32.0	42.0
94-95	38.59247925	42.0	37.0	42.0	32.0	42.0
96-97	38.5705815	42.0	37.0	42.0	32.0	42.0
98-99	38.55511975	42.0	37.0	42.0	32.0	42.0
100	38.383424	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.3380908093810504
1101	2	0.029725168669962443
1101	3	0.04444000725492003
1101	4	-0.15517216191560124
1101	5	-0.014915521779727214
1101	6	0.1479986429344038
1101	7	0.16412277582354307
1101	8	0.03722030100920648
1101	9	0.11867622637064557
1101	10-11	-0.0788551366797563
1101	12-13	-0.1509983146327869
1101	14-15	-0.1183167492612256
1101	16-17	-0.18125223428420867
1101	18-19	-0.14700048622574968
1101	20-21	-0.34747470564924754
1101	22-23	-0.27753355433083726
1101	24-25	-0.07997487103103396
1101	26-27	0.0033949081311561713
1101	28-29	-0.0459229626680866
1101	30-31	-0.0632898618710982
1101	32-33	0.030600081560123726
1101	34-35	-0.17643344605661326
1101	36-37	-0.007357286806417562
1101	38-39	0.05023470495805782
1101	40-41	-0.0838870178550124
1101	42-43	-0.025298006065213485
1101	44-45	0.04696997305604356
1101	46-47	0.15313399777819114
1101	48-49	-0.07563611437569051
1101	50-51	0.02104060169764921
1101	52-53	-0.08829087360473409
1101	54-55	-0.1018756724663561
1101	56-57	-0.030003595175735143
1101	58-59	-0.016399719385304934
1101	60-61	0.03545910190190682
1101	62-63	0.013695787442337348
1101	64-65	-0.06509244632378852
1101	66-67	-0.061098341339715034
1101	68-69	-0.0900532102103071
1101	70-71	-0.03383601817957782
1101	72-73	-0.03119187882943919
1101	74-75	-0.012447734383712827
1101	76-77	-0.16811014275693736
1101	78-79	-0.06900110474210663
1101	80-81	-0.06605170016054274
1101	82-83	-0.11822309204367087
1101	84-85	-0.19682928980397207
1101	86-87	-0.046164416898221816
1101	88-89	-0.14541099384170053
1101	90-91	-0.44665834977532626
1101	92-93	-0.28258083689741653
1101	94-95	-0.12973632249995148
1101	96-97	-0.06206643279363533
1101	98-99	-0.225676496766809
1101	100	-0.14396609383873482
1102	1	0.0979831105381308
1102	2	0.07085481388941162
1102	3	-0.04374006836302158
1102	4	-0.12867040674932895
1102	5	-0.06785321713165615
1102	6	-0.11694009414764395
1102	7	0.10655626971355048
1102	8	0.006360652196249816
1102	9	-0.09826508788410848
1102	10-11	-0.14071962453976283
1102	12-13	-0.14761634813770996
1102	14-15	-0.21492849922564972
1102	16-17	-0.0782449694461107
1102	18-19	-0.28952349553784984
1102	20-21	-0.36487362504848164
1102	22-23	-0.18375433551709364
1102	24-25	-0.10392763931107396
1102	26-27	-0.18011664907795222
1102	28-29	-0.23790594993212721
1102	30-31	-0.18994497707554814
1102	32-33	-0.2614363218053626
1102	34-35	-0.3223453942309007
1102	36-37	-0.08126595616599985
1102	38-39	-0.1887762777816704
1102	40-41	-0.23352945876980868
1102	42-43	-0.16052231664689032
1102	44-45	-0.16410112870891425
1102	46-47	-0.24052117617675606
1102	48-49	-0.015384445963533722
1102	50-51	-0.14656594085767694
1102	52-53	-0.09793199533645947
1102	54-55	-0.023215413008600194
1102	56-57	0.04203374050857889
1102	58-59	-0.11634176984353672
1102	60-61	-0.17985095477851587
1102	62-63	-0.1537518684426331
1102	64-65	-0.0442341074828434
1102	66-67	0.018912771195772393
1102	68-69	-0.09761633426169425
1102	70-71	-0.10877335398003396
1102	72-73	-0.25332567627172153
1102	74-75	-0.10574726555309155
1102	76-77	-0.04020639714605778
1102	78-79	-0.035934887959321316
1102	80-81	0.06568227387766257
1102	82-83	-0.01234406898083762
1102	84-85	-0.06347696568092687
1102	86-87	0.07743771059885773
1102	88-89	0.004560477923277517
1102	90-91	0.07220095414375294
1102	92-93	-0.006323617183468855
1102	94-95	0.17210932034529236
1102	96-97	-0.19492218901533676
1102	98-99	0.09567895863388998
1102	100	0.03348471823378674
1103	1	0.37958994350796615
1103	2	0.21158760202387938
1103	3	0.18043000319268998
