##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	220_L8_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2000000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.215652	32.0	32.0	32.0	32.0	32.0
2	31.6269575	32.0	32.0	32.0	32.0	32.0
3	35.699783	37.0	37.0	37.0	32.0	37.0
4	36.1461895	37.0	37.0	37.0	32.0	37.0
5	36.40422	37.0	37.0	37.0	37.0	37.0
6	40.461466	42.0	42.0	42.0	37.0	42.0
7	40.5567145	42.0	42.0	42.0	37.0	42.0
8	40.8064535	42.0	42.0	42.0	37.0	42.0
9	40.8764385	42.0	42.0	42.0	37.0	42.0
10-11	40.894788000000005	42.0	42.0	42.0	37.0	42.0
12-13	40.9022585	42.0	42.0	42.0	37.0	42.0
14-15	40.898165750000004	42.0	42.0	42.0	37.0	42.0
16-17	40.858911500000005	42.0	42.0	42.0	37.0	42.0
18-19	40.832184	42.0	42.0	42.0	37.0	42.0
20-21	40.81279	42.0	42.0	42.0	37.0	42.0
22-23	40.8097755	42.0	42.0	42.0	37.0	42.0
24-25	40.7654005	42.0	42.0	42.0	37.0	42.0
26-27	40.695116	42.0	42.0	42.0	37.0	42.0
28-29	40.65744825	42.0	42.0	42.0	37.0	42.0
30-31	40.62895875	42.0	42.0	42.0	37.0	42.0
32-33	40.62894825	42.0	42.0	42.0	37.0	42.0
34-35	40.6031695	42.0	42.0	42.0	37.0	42.0
36-37	40.57790125	42.0	42.0	42.0	37.0	42.0
38-39	40.53239225	42.0	42.0	42.0	37.0	42.0
40-41	40.513940250000005	42.0	42.0	42.0	37.0	42.0
42-43	40.50111375	42.0	42.0	42.0	37.0	42.0
44-45	40.4843005	42.0	42.0	42.0	37.0	42.0
46-47	40.432148999999995	42.0	42.0	42.0	37.0	42.0
48-49	40.391508	42.0	42.0	42.0	37.0	42.0
50-51	40.3804495	42.0	42.0	42.0	37.0	42.0
52-53	40.340837	42.0	42.0	42.0	37.0	42.0
54-55	40.331967500000005	42.0	42.0	42.0	37.0	42.0
56-57	40.289328	42.0	42.0	42.0	37.0	42.0
58-59	40.23978225	42.0	42.0	42.0	37.0	42.0
60-61	40.169293749999994	42.0	42.0	42.0	37.0	42.0
62-63	40.179612500000005	42.0	42.0	42.0	37.0	42.0
64-65	40.1485895	42.0	42.0	42.0	37.0	42.0
66-67	40.06746575	42.0	42.0	42.0	37.0	42.0
68-69	39.96615625	42.0	42.0	42.0	37.0	42.0
70-71	39.9623025	42.0	42.0	42.0	37.0	42.0
72-73	39.89078325	42.0	42.0	42.0	37.0	42.0
74-75	39.84471525	42.0	42.0	42.0	37.0	42.0
76-77	39.22217325	42.0	39.5	42.0	34.5	42.0
78-79	39.458988	42.0	39.5	42.0	32.0	42.0
80-81	39.80343025	42.0	42.0	42.0	37.0	42.0
82-83	39.70284325	42.0	42.0	42.0	32.0	42.0
84-85	39.813668250000006	42.0	42.0	42.0	37.0	42.0
86-87	39.79071225	42.0	42.0	42.0	37.0	42.0
88-89	39.75829025	42.0	42.0	42.0	34.5	42.0
90-91	39.71508275	42.0	42.0	42.0	32.0	42.0
92-93	39.613021	42.0	42.0	42.0	32.0	42.0
94-95	39.6903925	42.0	42.0	42.0	32.0	42.0
96-97	39.619234500000005	42.0	42.0	42.0	32.0	42.0
98-99	39.56653325	42.0	42.0	42.0	32.0	42.0
100	39.519614	42.0	42.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.028791058652988255
1101	2	0.05116167202150024
1101	3	0.0902929587141088
1101	4	-0.037129674856274164
1101	5	-0.028547100876672005
1101	6	-0.0016159477900075103
1101	7	-0.0076989834405125634
1101	8	-0.015390639036311882
1101	9	-0.025232868207133663
1101	10-11	-0.04708563966593715
1101	12-13	-0.018126946583436165
1101	14-15	-0.044717962155814917
1101	16-17	-0.17349643719319374
1101	18-19	-0.163891930449104
1101	20-21	-0.18371444036504414
1101	22-23	-0.1308240219365686
1101	24-25	-0.10995626378405632
1101	26-27	-0.17398002694769588
1101	28-29	-0.1950987966007034
1101	30-31	-0.2598345075158406
1101	32-33	-0.23034002876576665
1101	34-35	-0.1318149467139591
1101	36-37	-0.18718139567601355
1101	38-39	-0.20823677299842558
1101	40-41	-0.32789578543406606
1101	42-43	-0.2799910103076968
1101	44-45	-0.22516169378221917
1101	46-47	-0.2691118489958413
1101	48-49	-0.17099254658906204
1101	50-51	-0.12111456384364772
1101	52-53	-0.23887427687996876
1101	54-55	-0.2630996722226797
1101	56-57	-0.3311989188368898
1101	58-59	-0.28458525720225936
1101	60-61	-0.20216729904468167
1101	62-63	-0.19629044900426607
1101	64-65	-0.35801811855224486
1101	66-67	-0.3768588671502968
1101	68-69	-0.7048413992242075
1101	70-71	-0.8334789201223671
1101	72-73	-0.7735121093328203
1101	74-75	-0.7124213065946918
1101	76-77	-1.1598469790401111
1101	78-79	-1.223464708863112
1101	80-81	-0.9822027303306271
1101	82-83	-1.0016132501375523
1101	84-85	-0.5594232217228807
1101	86-87	-0.9275312838633809
1101	88-89	-0.7351451775555731
1101	90-91	-1.0899444918199137
1101	92-93	-1.0349271261766333
1101	94-95	-0.7629282888099453
1101	96-97	-0.5914158276499393
1101	98-99	-1.0502222117533364
1101	100	-0.8602514670674211
1102	1	0.0021721549037323484
1102	2	-0.03556805512025818
1102	3	-0.014086500812503289
1102	4	0.04773612750118872
1102	5	0.0459325336639651
1102	6	0.04861071020865637
1102	7	0.07046608977394442
1102	8	-0.04236396010051635
1102	9	-0.11104699258895323
1102	10-11	0.026341171444471456
1102	12-13	-0.048380652240375355
1102	14-15	0.02641209676008316
1102	16-17	-0.028770316058789547
1102	18-19	0.018691208621106625
1102	20-21	-8.69603246705708E-4
1102	22-23	0.019989668524530657
1102	24-25	0.011598474764390687
1102	26-27	-0.10246066885721206
1102	28-29	-0.06701156279665099
1102	30-31	-0.12496452213859044
1102	32-33	-0.09544448872189548
1102	34-35	-0.02575438980323952
1102	36-37	0.05658383234822395
1102	38-39	-0.08265294738433937
1102	40-41	0.02735854196898657
1102	42-43	-0.003090478593620105
1102	44-45	-0.04534396131054308
1102	46-47	0.02253382547936411
1102	48-49	-0.06612035576517883
1102	50-51	-0.031179101691648725
1102	52-53	-0.08692929682609929
1102	54-55	-0.15291402503863338
1102	56-57	-0.06039161924508818
1102	58-59	-0.17361776777624982
1102	60-61	-0.14831861847405747
1102	62-63	-0.015966284794252772
1102	64-65	-0.029827388548618217
1102	66-67	-0.14858683157672203
1102	68-69	-0.15626352783542785
1102	70-71	-0.06206050316528433
1102	72-73	-0.09370150541570155
1102	74-75	-0.11724611255483808
1102	76-77	-0.30466261559659813
1102	78-79	-0.28828394253628886
1102	80-81	-0.37070134821203027
1102	82-83	-0.2688019833048969
1102	84-85	-0.30852814559573005
1102	86-87	-0.2815009175826333
1102	88-89	-0.3888043066568585
1102	90-91	-0.2580448429652975
1102	92-93	-0.25420580936761183
1102	94-95	-0.3910560912980401
1102	96-97	-0.2746588666264316
1102	98-99	-0.2714518681902476
1102	100	-0.39190008267209464
1103	1	-0.022220838226928663
1103	2	-0.02655859487916956
1103	3	0.0845591892842279
1103	4	0.023466808242140758
1103	5	-0.0513471812210895
1103	6	0.013390459233249885
1103	7	0.07433131873764154
1103	8	-0.01353658359675336
1103	9	-0.013805220816855979
1103	10-11	-0.040514423841543135
1103	12-13	0.09674824440275387
1103	14-15	0.06449404385435997
1103	16-17	-0.012453743659698091
1103	18-19	-0.0050197304369987705
1103	20-21	-0.018587015625158188
1103	22-23	0.027277944141204102
1103	24-25	-0.0013768045800190976
1103	26-27	-0.015489838531827615
1103	28-29	-0.13725447201346697
1103	30-31	-0.06118359200151957
1103	32-33	0.04463717538064316
1103	34-35	-0.05268966022584465
1103	36-37	-0.007837331885042431
1103	38-39	-0.04813069384117341
1103	40-41	-0.12765118336469072
1103	42-43	-0.1476518680120904
1103	44-45	-0.23201737256226806
1103	46-47	-0.1948871515071957
1103	48-49	-0.1226444070928494
1103	50-51	-0.1031912724967583
1103	52-53	-0.20650833272385682
1103	54-55	-0.16380289993738018
1103	56-57	-0.1219370959330206
1103	58-59	-0.07116859306982093
1103	60-61	-0.03798846710047599
1103	62-63	-0.07938499630383689
1103	64-65	-0.14633496108510968
1103	66-67	-0.1253582476209516
1103	68-69	-0.053400979192360865
1103	70-71	-0.03029140899577243
1103	72-73	-0.10007769973072556
1103	74-75	-0.12914065739525427
1103	76-77	-0.10457470145018988
1103	78-79	-0.029468364041527195
1103	80-81	-0.06055139962194289
1103	82-83	-0.027329740373929212
1103	84-85	-0.020090244576635996
1103	86-87	0.01586283072785477
1103	88-89	-0.11608013542031159
1103	90-91	-0.06340322369087659
1103	92-93	0.027611550786978967
1103	94-95	-0.020614030886711987
1103	96-97	-0.04858150557225116
1103	98-99	-0.12089524318616895
1103	100	0.018915656452108465
1104	1	0.03244502994505538
1104	2	-0.029465786362582236
1104	3	-0.14606588633186135
1104	4	-0.10799892477580642
1104	5	-0.02275054348049821
1104	6	-0.06160101371179394
1104	7	-0.09945704438583647
1104	8	-0.0561239856996778
1104	9	-0.02678258234833919
1104	10-11	-0.08287954198605973
1104	12-13	-0.06220834359064753
1104	14-15	-0.015709491520674135
1104	16-17	-0.16576354506975832
1104	18-19	-0.035712879463666525
1104	20-21	-0.07509644401547888
1104	22-23	-0.13009409240221004
1104	24-25	-0.03108839577137701
1104	26-27	-0.10427124623711848
1104	28-29	-0.005596743540138505
1104	30-31	-0.08119663625016216
1104	32-33	0.0039187001173459635
1104	34-35	-0.028463695541233847
1104	36-37	-0.12267509740794935
1104	38-39	-0.007649604720448622
1104	40-41	-0.05230293709425382
1104	42-43	-0.07362832307597955
1104	44-45	-0.08746826825220211
1104	46-47	-0.048803219372963724
1104	48-49	-0.036550094415545686
1104	50-51	0.035652403322700366
1104	52-53	-0.04036424089180457
1104	54-55	-0.11387495292072458
1104	56-57	-0.08819439945865781
1104	58-59	-0.07038142852971419
1104	60-61	-0.010728772297532885
1104	62-63	-0.0201314295381394
1104	64-65	-0.08765430976787769
1104	66-67	0.041842786765080575
1104	68-69	0.01917578491521965
1104	70-71	-0.11155033043227292
1104	72-73	-0.06996125221539984
1104	74-75	-0.1789288566242817
1104	76-77	-0.06807789663485408
1104	78-79	-0.022500535984654846
1104	80-81	0.11128735145519641
1104	82-83	0.06529675072486896
1104	84-85	0.05309893623546458
1104	86-87	-0.01001802204159219
1104	88-89	0.06821185988361833
1104	90-91	0.11159011704518917
1104	92-93	0.06609246288822845
1104	94-95	-0.030234416664647767
1104	96-97	0.027007281893155266
1104	98-99	0.17748348896738264
1104	100	0.1793004314985538
1105	1	-0.04837402698984761
1105	2	0.013710529558281337
1105	3	0.022792329217601548
1105	4	0.018156270103624195
1105	5	-0.03343090757970657
1105	6	0.036653412367329
1105	7	0.015716669523392568
1105	8	0.00221489713708678
1105	9	0.050311914671283375
1105	10-11	0.04977779535471427
1105	12-13	0.09886214258364845
1105	14-15	-0.04209126207760505
1105	16-17	0.004057263906446451
1105	18-19	0.0011355815478282238
1105	20-21	-0.0017727189841778568
1105	22-23	0.038610800840686466
1105	24-25	2.024822258022141E-4
1105	26-27	-0.016546343110796613
1105	28-29	0.027037063325778377
1105	30-31	-0.04104619372613172
1105	32-33	0.011547017741889931
1105	34-35	0.029116625583682776
1105	36-37	0.005767489070365173
1105	38-39	-0.02411786822310802
1105	40-41	-0.005823546016046066
1105	42-43	0.02622338240767874
1105	44-45	0.007470382998207015
1105	46-47	-0.02704340009605488
1105	48-49	0.03395096684026555
1105	50-51	-0.143326345499581
1105	52-53	-0.04189817817448471
1105	54-55	0.022026108887118312
1105	56-57	0.04159953769740099
1105	58-59	0.020186486117360403
1105	60-61	0.04107621889948376
1105	62-63	0.08389699103185677
1105	64-65	-7.827546234793203E-4
1105	66-67	0.09868197753725383
1105	68-69	0.047436422376080145
1105	70-71	0.08024969636128532
1105	72-73	0.1352247415394956
1105	74-75	0.1745754607097183
1105	76-77	0.013661823235985082
1105	78-79	0.11434693405072238
1105	80-81	0.12194160571453949
1105	82-83	0.01807793299910543
1105	84-85	0.014329421157498246
1105	86-87	0.1075482370430052
1105	88-89	0.12088489630964716
1105	90-91	-0.0011490468002719467
1105	92-93	0.05732516255260123
1105	94-95	-0.023511253795049925
1105	96-97	0.09464409111165395
1105	98-99	-0.06749929457098602
1105	100	0.0650373070893977
1106	1	-0.057832440127008056
1106	2	-0.09243106004633361
1106	3	-0.06984819984895552
1106	4	-0.11709149409929864
1106	5	-0.08309278357310035
1106	6	-0.12065106044639862
1106	7	-0.14625592143224253
1106	8	-0.14984806080954627
1106	9	-0.09028102066646682
1106	10-11	-0.061710974051180756
1106	12-13	-0.01095887759405656
1106	14-15	-0.051976772175166275
1106	16-17	-0.14898239770066368
1106	18-19	-0.10984686773092278
1106	20-21	-0.00478357003489549
1106	22-23	-0.04225161174127834
1106	24-25	-0.16835906807310863
1106	26-27	-0.08537408597359075
1106	28-29	-0.006562789405307967
1106	30-31	0.006019724866241916
1106	32-33	-0.0945740426106596
1106	34-35	-0.19151728367479848
1106	36-37	-0.1034819463430523
1106	38-39	-0.1657854665932561
1106	40-41	-0.13857504092917594
1106	42-43	-0.14976528586885962
1106	44-45	-0.07236740542113296
1106	46-47	-0.05963500440289238
1106	48-49	-0.12003115274482212
1106	50-51	-0.2908781676944514
1106	52-53	-0.21844022460204826
1106	54-55	-0.08783829243351704
1106	56-57	0.0017903522344226985
1106	58-59	-0.06588341505155171
1106	60-61	-0.08689499787106314
1106	62-63	-0.24791244158409853
1106	64-65	-0.1417093404293368
1106	66-67	-0.25282161635665545
1106	68-69	-0.19896929786414574
1106	70-71	-0.11450950599039089
1106	72-73	-0.041027481933220145
1106	74-75	-0.10195734736527129
1106	76-77	-0.23510418978867165
1106	78-79	-0.0776435466708918
1106	80-81	-0.04157882351275077
1106	82-83	-0.11785994242008968
1106	84-85	-0.07976808334036889
1106	86-87	-0.0746347349036256
1106	88-89	0.03693867382593652
1106	90-91	-0.03529308926276542
1106	92-93	0.01591973411751013
1106	94-95	0.01687931388253361
1106	96-97	-0.04370385494858908
1106	98-99	-0.11558162108579495
1106	100	-0.10698592450373212
1107	1	0.008295873634093454
1107	2	0.005992590031034695
1107	3	-0.08922932405686623
1107	4	0.05625645444787608
1107	5	0.0019002102735257154
1107	6	0.12190484742913554
1107	7	0.018506157833108716
1107	8	-3.121569287145576E-5
1107	9	0.00501780001898311
1107	10-11	0.03474930429669598
1107	12-13	-0.009094132636604968
1107	14-15	0.005774400441623584
1107	16-17	0.1075202076439652
1107	18-19	0.11086477796354899
1107	20-21	0.1601947895432403
1107	22-23	0.14415989726604295
1107	24-25	0.07894483956300746
1107	26-27	0.12012197518122747
1107	28-29	0.13276858820222515
1107	30-31	0.10361359726459085
1107	32-33	0.21363393588889323
1107	34-35	0.1447401807211648
1107	36-37	0.210015184993388
1107	38-39	0.1503963813342537
1107	40-41	0.17126162669017475
1107	42-43	0.1108550109636326
1107	44-45	0.09346420933305666
1107	46-47	-0.02064890069424763
1107	48-49	-0.0040815720247167064
1107	50-51	-0.0239015998404426
1107	52-53	0.06462494709016653
1107	54-55	-0.0455659282608849
1107	56-57	-0.055145162648564394
1107	58-59	-0.029022076136548947
1107	60-61	0.08234509183920835
1107	62-63	0.02455370631286513
1107	64-65	-0.06536473130430664
1107	66-67	0.041924049109027806
1107	68-69	0.04529814881236405
1107	70-71	0.049145805219971805
1107	72-73	-0.03532655500651316
1107	74-75	-0.13788891734461117
1107	76-77	-0.007415041093132402
1107	78-79	-0.0903836976727419
1107	80-81	0.013385292366372425
1107	82-83	0.039452522168872406
1107	84-85	-0.004110034221326941
1107	86-87	-0.038274933401694966
1107	88-89	-0.04929870338013842
1107	90-91	0.075115710934746
1107	92-93	0.026151206047039466
1107	94-95	0.04204444654670425
1107	96-97	0.17665300954391938
1107	98-99	0.05964319314703914
1107	100	0.03582899371742343
1108	1	0.07903988995634492
1108	2	0.10118971195414161
1108	3	0.19420264987083158
1108	4	0.10722300493470271
1108	5	0.05687174527390226
1108	6	0.11878799644586024
1108	7	0.18639122171222766
1108	8	0.14832079303191392
1108	9	0.06997631007627092
1108	10-11	0.02594297451276617
1108	12-13	0.1363534417683283
1108	14-15	0.11837350487181197
1108	16-17	0.18617753326379471
1108	18-19	0.0769543224806597
1108	20-21	0.1685354786944444
1108	22-23	0.12667948941878393
1108	24-25	0.10429970907485142
1108	26-27	0.15176035588529402
1108	28-29	0.20833198856624335
1108	30-31	0.13958850350315544
1108	32-33	0.12085306617503022
1108	34-35	0.2307112814915655
1108	36-37	0.14271351398416243
1108	38-39	0.21381040717346167
1108	40-41	0.25348395009036295
1108	42-43	0.30792777806799165
1108	44-45	0.29539243103562285
1108	46-47	0.18168465192217553
1108	48-49	0.18193051490226253
1108	50-51	0.19108398164802054
1108	52-53	0.18179149708235798
1108	54-55	0.25590780722507844
1108	56-57	0.19899941624581885
1108	58-59	0.22264189572955928
1108	60-61	0.06607162590920979
1108	62-63	0.13206978956826276
1108	64-65	0.15207143334716733
1108	66-67	0.21316340226914576
1108	68-69	0.25451378963720117
1108	70-71	0.10348796734655252
1108	72-73	0.16505406656315813
1108	74-75	0.23033840252976745
1108	76-77	0.34068911407428004
1108	78-79	0.3410526543807535
1108	80-81	0.255038881389531
1108	82-83	0.20237301854052703
1108	84-85	0.22139084454350666
1108	86-87	0.31613497751569497
1108	88-89	0.31254225566099336
1108	90-91	0.3554407021071384
1108	92-93	0.31475356902549123
1108	94-95	0.2855496400012072
1108	96-97	0.23916748265383347
1108	98-99	0.2753934522674939
1108	100	0.23992077112982457
1109	1	-0.04726109586037097
1109	2	-0.08138032191175526
1109	3	-0.06259716161869733
1109	4	-7.066935824582288E-4
1109	5	0.02885433565195683
1109	6	0.05542112217209194
1109	7	0.18326173220117425
1109	8	-0.00906087654865928
1109	9	0.07395155999967784
1109	10-11	0.009190612322946379
1109	12-13	-0.043618988547038384
1109	14-15	-0.02504972440237907
1109	16-17	-0.0316284266494975
1109	18-19	-0.048223108976927165
1109	20-21	-0.023778422989522596
1109	22-23	-0.017162223933198106
1109	24-25	-0.003681747368517563
1109	26-27	-0.03116630776078466
1109	28-29	-0.049566791916888064
1109	30-31	-0.03005910747310736
1109	32-33	-0.14091899088029436
1109	34-35	-0.13053189537713195
1109	36-37	-0.09439965634110337
1109	38-39	-0.10655129631380333
1109	40-41	-0.08190899977333999
1109	42-43	-0.08566867408953271
1109	44-45	0.04087199458463431
1109	46-47	0.02446493444921316
1109	48-49	-0.023691168536139173
1109	50-51	0.07674041595544168
1109	52-53	0.020142084296438156
1109	54-55	-0.05409330491828257
1109	56-57	0.018533995539627313
1109	58-59	8.717042593175961E-4
1109	60-61	0.09470568543761004
1109	62-63	-0.011907702450734803
1109	64-65	-0.1016749479625716
1109	66-67	0.029666598633092178
1109	68-69	-0.07485104805822118
1109	70-71	-0.059567940090140326
1109	72-73	-0.06661872661440071
1109	74-75	-0.06363956486005407
1109	76-77	0.05917231965089087
1109	78-79	-0.159511988695904
1109	80-81	-0.037555332724977575
1109	82-83	-0.30634024814338545
1109	84-85	-0.2167274784508848
1109	86-87	-0.11939177871691697
1109	88-89	-0.07037119085331511
1109	90-91	-0.14252542243533384
1109	92-93	-0.17530796611459465
1109	94-95	0.03935659252802992
1109	96-97	-0.04951589147889024
1109	98-99	0.0802063476447259
1109	100	0.02499199310725686
1110	1	0.05386930334648454
1110	2	0.09220085102775855
1110	3	0.07781329202175158
1110	4	0.08539597398230825
1110	5	-0.017392829253232378
1110	6	0.13340627990557863
1110	7	0.10963311251367003
1110	8	0.12639316228493414
1110	9	0.11163720514776543
1110	10-11	0.0900691631347641
1110	12-13	0.12313770389864231
1110	14-15	0.12438385953836928
1110	16-17	0.12361396463592911
1110	18-19	0.06874798434004958
1110	20-21	0.06523008271387454
1110	22-23	0.13292063708908586
1110	24-25	0.13020764380451055
1110	26-27	0.19023990750045527
1110	28-29	0.15406314776365804
1110	30-31	0.04397762142563266
1110	32-33	0.09814594118806497
1110	34-35	0.11595327518134013
1110	36-37	0.0542544194420671
1110	38-39	0.12160536464747196
1110	40-41	0.1032172585411999
1110	42-43	0.10279989779076004
1110	44-45	0.07409783076557375
1110	46-47	0.08448128921130404
1110	48-49	-0.05579591959928365
1110	50-51	0.0589688449981125
1110	52-53	0.10801103080252261
1110	54-55	0.029300000231529566
1110	56-57	0.06385132803110594
1110	58-59	0.1421490619814918
1110	60-61	0.004828290834026916
1110	62-63	0.11040078429783051
1110	64-65	0.1352145201035242
1110	66-67	0.16062255239396706
1110	68-69	0.17022202890974825
1110	70-71	0.14182451267423346
1110	72-73	0.1011060139893587
1110	74-75	0.2239192010342279
1110	76-77	0.07961846366488601
1110	78-79	0.19684904982474194
1110	80-81	0.19171873132056305
1110	82-83	0.10930194210655486
1110	84-85	0.065590383174019
1110	86-87	0.08788713075693266
1110	88-89	0.13033787009647568
1110	90-91	0.1695687887091779
1110	92-93	0.16510459803764377
1110	94-95	0.07935881552470647
1110	96-97	0.13092080181667853
1110	98-99	0.2865887937994813
1110	100	0.2547734037364151
1111	1	0.05708145279461263
1111	2	0.030388150505892497
1111	3	0.06834748295673876
1111	4	-0.004550467053121565
1111	5	-0.02436564215648218
1111	6	0.06978611145692781
1111	7	-0.04097377823925541
1111	8	-0.07372568813026703
1111	9	0.01665546266503526
1111	10-11	0.02490345648187997
1111	12-13	-0.04717775222047038
1111	14-15	-0.06918591932820561
1111	16-17	-0.08381319213257399
1111	18-19	-0.015409676983637155
1111	20-21	0.008352565548811697
1111	22-23	-0.026005954138625498
1111	24-25	0.08793591190809735
1111	26-27	0.1305260872558094
1111	28-29	0.10782018874085253
1111	30-31	0.18357375056228165
1111	32-33	0.12965375705557136
1111	34-35	0.20618458639492587
1111	36-37	0.12108390906350053
1111	38-39	0.07375927344970279
1111	40-41	0.08346204091598253
1111	42-43	0.1046296919517431
1111	44-45	0.11461381789195002
1111	46-47	0.06362875788772726
