##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	222_L8_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2000000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.224733	32.0	32.0	32.0	32.0	32.0
2	31.6435325	32.0	32.0	32.0	32.0	32.0
3	35.699374	37.0	37.0	37.0	32.0	37.0
4	36.1456575	37.0	37.0	37.0	32.0	37.0
5	36.401414	37.0	37.0	37.0	37.0	37.0
6	40.461676	42.0	42.0	42.0	37.0	42.0
7	40.559132	42.0	42.0	42.0	37.0	42.0
8	40.8070075	42.0	42.0	42.0	37.0	42.0
9	40.880428	42.0	42.0	42.0	37.0	42.0
10-11	40.89339975	42.0	42.0	42.0	37.0	42.0
12-13	40.90192275	42.0	42.0	42.0	37.0	42.0
14-15	40.89313825	42.0	42.0	42.0	37.0	42.0
16-17	40.854802750000005	42.0	42.0	42.0	37.0	42.0
18-19	40.83415575	42.0	42.0	42.0	37.0	42.0
20-21	40.81036725	42.0	42.0	42.0	37.0	42.0
22-23	40.8103125	42.0	42.0	42.0	37.0	42.0
24-25	40.77405675	42.0	42.0	42.0	37.0	42.0
26-27	40.69461675	42.0	42.0	42.0	37.0	42.0
28-29	40.654469000000006	42.0	42.0	42.0	37.0	42.0
30-31	40.619406749999996	42.0	42.0	42.0	37.0	42.0
32-33	40.626526999999996	42.0	42.0	42.0	37.0	42.0
34-35	40.60965	42.0	42.0	42.0	37.0	42.0
36-37	40.5899755	42.0	42.0	42.0	37.0	42.0
38-39	40.535224	42.0	42.0	42.0	37.0	42.0
40-41	40.527381250000005	42.0	42.0	42.0	37.0	42.0
42-43	40.51440425	42.0	42.0	42.0	37.0	42.0
44-45	40.48814075	42.0	42.0	42.0	37.0	42.0
46-47	40.44939325	42.0	42.0	42.0	37.0	42.0
48-49	40.406701999999996	42.0	42.0	42.0	37.0	42.0
50-51	40.397706	42.0	42.0	42.0	37.0	42.0
52-53	40.3580255	42.0	42.0	42.0	37.0	42.0
54-55	40.342155250000005	42.0	42.0	42.0	37.0	42.0
56-57	40.304803750000005	42.0	42.0	42.0	37.0	42.0
58-59	40.25863325	42.0	42.0	42.0	37.0	42.0
60-61	40.20812275	42.0	42.0	42.0	37.0	42.0
62-63	40.19952325	42.0	42.0	42.0	37.0	42.0
64-65	40.180449249999995	42.0	42.0	42.0	37.0	42.0
66-67	40.1059135	42.0	42.0	42.0	37.0	42.0
68-69	40.006694249999995	42.0	42.0	42.0	37.0	42.0
70-71	39.993414	42.0	42.0	42.0	37.0	42.0
72-73	39.91905775	42.0	42.0	42.0	37.0	42.0
74-75	39.87817225	42.0	42.0	42.0	37.0	42.0
76-77	39.26726725	42.0	39.5	42.0	34.5	42.0
78-79	39.49503825	42.0	39.5	42.0	32.0	42.0
80-81	39.840444500000004	42.0	42.0	42.0	37.0	42.0
82-83	39.7505795	42.0	42.0	42.0	37.0	42.0
84-85	39.85362425	42.0	42.0	42.0	37.0	42.0
86-87	39.83661375	42.0	42.0	42.0	37.0	42.0
88-89	39.79090225	42.0	42.0	42.0	37.0	42.0
90-91	39.745288	42.0	42.0	42.0	37.0	42.0
92-93	39.661219	42.0	42.0	42.0	32.0	42.0
94-95	39.71791025	42.0	42.0	42.0	34.5	42.0
96-97	39.6430125	42.0	42.0	42.0	32.0	42.0
98-99	39.59731275	42.0	42.0	42.0	32.0	42.0
100	39.5415425	42.0	42.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.0457034810788528
1101	2	0.01740371099045035
1101	3	0.027178320308060222
1101	4	0.006783064484793044
1101	5	-0.00580031289463534
1101	6	0.02336903522449063
1101	7	-0.054899632273361476
1101	8	-0.039596654089685046
1101	9	-0.004992611983894335
1101	10-11	-0.06237860809198992
1101	12-13	-0.016657825922855807
1101	14-15	-0.010972380183616792
1101	16-17	-0.12506804187556497
1101	18-19	-0.1515208198147846
1101	20-21	-0.1839467754072146
1101	22-23	-0.09263814132567916
1101	24-25	-0.24036363008043793
1101	26-27	-0.1813802008222396
1101	28-29	-0.1344363628955776
1101	30-31	-0.3065585608217063
1101	32-33	-0.20219412628078004
1101	34-35	-0.0881162370461368
1101	36-37	-0.1655120047192966
1101	38-39	-0.21963815298077094
1101	40-41	-0.28405243432615634
1101	42-43	-0.27711536424713756
1101	44-45	-0.19969254038203843
1101	46-47	-0.22625363884587557
1101	48-49	-0.16114149742429618
1101	50-51	-0.11582751543319603
1101	52-53	-0.24176528031141942
1101	54-55	-0.2947875746975086
1101	56-57	-0.33495276218864944
1101	58-59	-0.3563592666393731
1101	60-61	-0.1861396196134919
1101	62-63	-0.24119896282950748
1101	64-65	-0.3667095235798925
1101	66-67	-0.44469712700784214
1101	68-69	-0.8030337555411506
1101	70-71	-0.798000578614932
1101	72-73	-0.7436162178428063
1101	74-75	-0.7939248221895454
1101	76-77	-1.13480237791984
1101	78-79	-1.0995391325651909
1101	80-81	-0.926368605446882
1101	82-83	-1.0278624429492709
1101	84-85	-0.576874303534403
1101	86-87	-0.9485054232332075
1101	88-89	-0.7734508468518442
1101	90-91	-1.0491798369834413
1101	92-93	-1.0567846714727906
1101	94-95	-0.751914106145577
1101	96-97	-0.614304253338041
1101	98-99	-0.9951697088766167
1101	100	-0.8609649980295657
1102	1	-0.018720377137348976
1102	2	-0.10987791398412838
1102	3	-0.052374269186991285
1102	4	-0.0991311252151661
1102	5	-0.0050342951126580715
1102	6	-0.006337777105471787
1102	7	0.03230378166211523
1102	8	-0.05832391818307059
1102	9	-0.13957335035404128
1102	10-11	-0.005032709812624603
1102	12-13	-0.05328802760090667
1102	14-15	0.008758513500602305
1102	16-17	-0.015233317287020043
1102	18-19	0.050606666265473166
1102	20-21	-0.030593355092257468
1102	22-23	-0.0381430451345679
1102	24-25	-0.11968522108546154
1102	26-27	-0.15701806531623674
1102	28-29	-0.0797884948424965
1102	30-31	-0.03408334967516424
1102	32-33	-0.09435847666699715
1102	34-35	-0.09005718316684153
1102	36-37	-0.01553677318718627
1102	38-39	-0.05007046976965768
1102	40-41	-0.03705139154428139
1102	42-43	-0.013443062049525167
1102	44-45	-0.0524148294369553
1102	46-47	-0.014023363923676868
1102	48-49	-0.05479711223391348
1102	50-51	-0.05025361126551786
1102	52-53	-0.12463917685249726
1102	54-55	-0.22435731805037307
1102	56-57	-0.10868180582239972
1102	58-59	-0.15683744616477924
1102	60-61	-0.2492543045149347
1102	62-63	-0.08668047719437766
1102	64-65	-0.1031384297429625
1102	66-67	-0.21220029756359793
1102	68-69	-0.15645074286084082
1102	70-71	-0.1196292369853893
1102	72-73	-0.14813191545141535
1102	74-75	-0.18143331817574193
1102	76-77	-0.38842396441605587
1102	78-79	-0.28512546713412945
1102	80-81	-0.4826207879020572
1102	82-83	-0.2466275222755243
1102	84-85	-0.3328759653181237
1102	86-87	-0.36653684387242436
1102	88-89	-0.4701714501400076
1102	90-91	-0.374452595913759
1102	92-93	-0.3646188341390868
1102	94-95	-0.36624082112363965
1102	96-97	-0.2740866829430644
1102	98-99	-0.39815822748360574
1102	100	-0.4851471169585011
1103	1	-0.09706034372539918
1103	2	-0.03351072648412767
1103	3	0.05547692479885313
